File,Procedure,WAApiList,WAApiFunc,MainTable,PrimaryAlias,JoinTables,JoinType,JoinCondition,JoinCardinality,CurrentColumns,HasSelectStar,HasAggregate,HasUnion,HasBlob,HasSensitiveData,BranchFilter,PermissionFilter,FrontendConsumers,Category,Decision,Risk
sql/API/API_ComboFormatID.sql,API_ComboFormatID,,,#TempFormat,WHERE,,,,NONE,"* INTO #TempFormat FROM ( VALUES ('t', N'Văn bản (Text)'), ('n', N'Số (Number)'), ('dt', N'Ngày (Date)'), ('sw', N'Bật/Tắt (Switch)'), ('sl', N'Danh sách chọn (Select)') ) AS FormatList(MaDinhDang, TenDinhDang) SELECT MaDinhDang, TenDinhDang",YES,NO,NO,YES,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,ATTACHMENT,BLOCKED,CRITICAL
sql/API/API_ComboFormPosition.sql,API_ComboFormPosition,,,#TempPos,WHERE,,,,NONE,"* INTO #TempPos FROM ( VALUES ('12', N'Đầy đủ 100% (Full)'), ('6', N'Một nửa 50% (Half)'), ('4', N'1/3 Chiều rộng'), ('3', N'1/4 Chiều rộng') ) AS PosList(MaViTri, TenViTri) SELECT MaViTri, TenViTri",YES,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,LOOKUP,EXCLUDE_PHASE2,MEDIUM
sql/API/API_ComboPersonStatus.sql,API_ComboPersonStatus,API_ComboPersonStatus,View,HR_PersonStatusTbl,WHERE,,,,NONE,"PersonStatus AS [Mã], PersonStatusName AS [Tên]",NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,src/js/core/WizardForm.js|src/js/modules/hr/definitions/contract.js|src/js/modules/hr/definitions/employee.js,LOOKUP,EXCLUDE_PHASE2,LOW
sql/API/API_DanhSachTaiKhoan.sql,API_DanhSachTaiKhoan,,,SY_User,WHERE,,,,NONE,"UserName, HoTen, UserGroupID, BranchID, Disable, EmployeeID, Manager",NO,NO,NO,NO,NO,STATIC_REFERENCE_FOUND,NOT_FOUND_STATIC,,UNKNOWN,BLOCKED,CRITICAL
sql/API/API_DanhSachTruongGiaoDien.sql,API_DanhSachTruongGiaoDien,,,SY_FormatFields,ff,SY_FrmLstTbl,LEFT JOIN,ff.FormName = l.FormID,CHUA_XAC_MINH_DB,"ff.AutoID, ff.FormName, ff.FieldName, ff.CaptionVN, ff.FormatID, ff.CaptionEN, ff.DataSource, ff.IsRequired, ff.FormPosition, ff.ValidateRule, ff.DependsOn, ff.VisibleRule, ff.OrderNo, ISNULL(ff.ShowInAdd, 1) AS ShowInAdd, ISNULL(ff.ShowInEdit, 1) AS ShowInEdit, ISNULL(ff.IsReadOnlyEdit, 0) AS IsReadOnlyEdit, ISNULL(ff.IsReadOnlyAdd, 0) AS IsReadOnlyAdd, ISNULL(ff.ShowInFilter, 0) AS ShowInFilter",NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,src/components/rule-builder/RuleBuilderDialog.js,JOINED_MASTER,REWRITE_SAFE_JOIN,HIGH
sql/API/API_DongBoQuyenTruyCap.sql,API_DongBoQuyenTruyCap,,,SY_UserGroup,,,,,NONE,UserGroupID,NO,NO,NO,NO,NO,NOT_FOUND_STATIC,STATIC_REFERENCE_FOUND,,MULTI_RESULT,EXCLUDE_PHASE2,LOW
sql/API/API_DongBoTruongGiaoDien.sql,API_DongBoTruongGiaoDien,,,sys,,,,,NONE,"name, system_type_name, column_ordinal",YES,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,src/js/utils/FormBuilderPlugin.js,MULTI_RESULT,EXCLUDE_PHASE2,MEDIUM
sql/API/API_Gateway_Router.sql,API_Gateway_Router,,,WA_API,WHERE,,,,NONE,"@TargetStore = LTRIM(RTRIM([SQL])), @ParaTemplate = LTRIM(RTRIM(ISNULL(Para, '')))",NO,NO,NO,NO,NO,STATIC_REFERENCE_FOUND,NOT_FOUND_STATIC,src/js/core/AppConfig.js|src/js/core/WizardForm.js|src/js/utils/FormBuilderPlugin.js|src/pages/dashboard/dashboard.js,MULTI_RESULT,EXCLUDE_PHASE2,LOW
sql/API/API_LayCacTruongGiaoDien.sql,API_LayCacTruongGiaoDien,,,SY_FormatFields,ff,SY_FrmLstTbl,LEFT JOIN,ff.FormName = l.FormID,CHUA_XAC_MINH_DB,"ff.FieldName AS [name], ff.CaptionVN AS [label], ISNULL(ff.IsRequired, 0) AS [required], ISNULL(ff.FormPosition, 'grid') AS [position], ISNULL(l.PrimaryKey, '') AS [primaryKey], ISNULL(ff.ShowInAdd, 1) AS [showInAdd], ISNULL(ff.ShowInEdit, 1) AS [showInEdit], ISNULL(ff.IsReadOnlyEdit, 0) AS [isReadOnlyEdit], ISNULL(ff.IsReadOnlyAdd, 0) AS [isReadOnlyAdd], ISNULL(ff.FormatID, '') AS [renderRule], ISNULL(ff.DataSource, '') AS [dataSource], ISNULL(ff.OrderNo, 0) AS [orderNo], ISNULL(ff.ValidateRule, '') AS [validateRule], ISNULL(ff.DependsOn, '') AS [dependsOn], ISNULL(ff.VisibleRule, '') AS [...",NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,src/components/report-filter/ReportFilterDialog.js|src/js/core/DynamicFormEngine.js,JOINED_MASTER,REWRITE_SAFE_JOIN,HIGH
sql/API/API_LayChuThichLich.sql,API_LayChuThichLich,,,tbmk_Biennhancoccho,WHERE,,,,NONE,@CocCount = COUNT(*),NO,YES,YES,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,MULTI_RESULT,EXCLUDE_PHASE2,HIGH
sql/API/API_LayDanhSachMenuTatCa.sql,API_LayDanhSachMenuTatCa,,,WA_Menu,ORDER,,,,NONE,"MenuID AS [id], COALESCE(Parent, '') AS [parent], COALESCE(VN, '') AS [label], COALESCE(SubTitle, '') AS [subTitle], COALESCE(EN, '') AS [en], COALESCE(FormName, '') AS [formName], COALESCE(FormKey, '') AS [formKey], COALESCE(URLPara, '') AS [urlPara], COALESCE(IconClass, '') AS [icon], COALESCE(isDisable, 0) AS [isDisable]",NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,UNKNOWN,BLOCKED,CRITICAL
sql/API/API_LayDanhSachNhom.sql,API_LayDanhSachNhom,,,SY_UserGroup,WHERE,,,,NONE,"[UserGroupID] AS [id], [UserGroupName] AS [name]",NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,UNKNOWN,BLOCKED,CRITICAL
sql/API/API_LayGiaTriSetup.sql,API_LayGiaTriSetup,,,SY_Setup,WHERE,,,,NONE,"[CodeID], [CodeValue]",NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,UNKNOWN,BLOCKED,CRITICAL
sql/API/API_LayMenuTheoNhomQuyen.sql,API_LayMenuTheoNhomQuyen,,,WA_Menu,M,WA_UserGroupPermisstion,INNER JOIN,M.MenuID = P.MenuID | M_Child.MenuID = P_Child.MenuID,CHUA_XAC_MINH_DB,"M.MenuID AS [id], M.Parent AS [parent], M.VN AS [label], M.SubTitle AS [subTitle], M.IconClass AS [icon], M.FormName AS [formName], M.URLPara AS [URLPara], M.FormKey AS [formKey], P.IsRun, P.IsAdd, P.IsUpdate, P.IsDelete, P.isManager, P.isAdmin, P.isAutoLock, P.isHideAmount, P.isLockDoc, P.isUnLockDoc, P.isExportExcel",NO,NO,YES,NO,NO,NOT_FOUND_STATIC,STATIC_REFERENCE_FOUND,,MULTI_RESULT,EXCLUDE_PHASE2,HIGH
sql/API/API_LayPhienBanQuyen.sql,API_LayPhienBanQuyen,,,SY_Setup,WHERE,,,,NONE,@Ver = CodeValue,NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,UNKNOWN,BLOCKED,CRITICAL
sql/API/API_LayQuyenCuaToi.sql,API_LayQuyenCuaToi,,,SY_User,WHERE,WA_Menu,INNER JOIN,P.MenuID = M.MenuID,CHUA_XAC_MINH_DB,@UserGroupID = UserGroupID,NO,NO,NO,NO,NO,NOT_FOUND_STATIC,STATIC_REFERENCE_FOUND,,JOINED_MASTER,REWRITE_SAFE_JOIN,HIGH
sql/API/API_LayQuyenNhomDayDu.sql,API_LayQuyenNhomDayDu,,,WA_Menu,M,WA_UserGroupPermisstion,INNER JOIN,M.MenuID = P.MenuID AND P.UserGroupID = @UserGroupID,CHUA_XAC_MINH_DB,"M.MenuID AS [id], M.Parent AS [parent], M.VN AS [label], M.IconClass AS [icon], M.FormName AS [formName], M.URLPara AS [urlPara], ISNULL(P.IsRun, 0) AS IsRun, ISNULL(P.IsAdd, 0) AS IsAdd, ISNULL(P.IsUpdate, 0) AS IsUpdate, ISNULL(P.IsDelete, 0) AS IsDelete, ISNULL(P.isManager, 0) AS isManager, ISNULL(P.isAdmin, 0) AS isAdmin, ISNULL(P.isAutoLock, 0) AS isAutoLock, ISNULL(P.isHideAmount, 0) AS isHideAmount, ISNULL(P.isLockDoc, 0) AS isLockDoc, ISNULL(P.isUnLockDoc, 0) AS isUnLockDoc, ISNULL(P.isExportExcel,0) AS isExportExcel",NO,NO,YES,NO,NO,NOT_FOUND_STATIC,STATIC_REFERENCE_FOUND,,MULTI_RESULT,EXCLUDE_PHASE2,HIGH
sql/API/API_LuuCauHinhForm.sql,API_LuuCauHinhForm,,,SY_FrmLstTbl,WHERE,,,,NONE,1,NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,BUSINESS_ACTION,EXCLUDE_PHASE2,LOW
sql/API/API_LuuDong.sql,API_LuuDong,WA_PersonFullFrm|API_PersonFull_T1_Salary|API_PersonFull_T2_Allowance|API_PersonFull_T3_KTKL|API_PersonFull_T4_NghiPhep|API_PersonFull_T5_Relation|API_PersonFull_T6_HopDong|API_PersonFull_T7_CongTac|API_PersonFull_T8_Log|API_PersonFull_T9_GiayTo|WA_BaoHiemFrm|API_BaoHiem_Detail|WA_HopDongLaoDongFrm|API_HopDongLaoDong_ChiTiet|API_HopDongLaoDong_Attach|WA_KinhPhiCongDoanFrm|WA_LuongKhoanFrm|WA_ShiftListFrm|SY_Period|CF_BranchListFrm|WA_BankListFrm|WA_NationListFrm|WA_ProvinceListFrm|WA_PeopleListFrm|WA_ReligionListFrm|WA_EducationListFrm|WA_BangCapListFrm|WA_CareerlListFrm|WA_HinhThucNghiListFrm|WA_BangThueTNCNFrm|WA_BangThamSoFrm|WA_BangPhuCapFrm|API_BangPhuCap_Detail|WA_DepartmentListFrm|WA_HospitalListFrm|WA_JobListFrm|WA_PositionListFrm|WA_TitleListFrm|WA_WorkingGroupListFrm|API_CaLamViec_NhanVien|WA_CaLamViecFrm|WA_ChucDanhFrm|WA_DanhSachUngVienFrm|WA_NguoiDungFrm|WA_NguoiDungNhomFrm|HR_Documents,Save|Save|Save|Save|Save|Save|Save|Save|Save|Save|Save|Save|Save|Save|Save|Save|Save|Save|Save|Save|Save|Save|Save|Save|Save|Save|Save|Save|Save|Save|Save|Save|Save|Save|Save|Save|Save|Save|Save|Save|Save|Save|Save|Save|Save|Save,sys,,,,,NONE,1,NO,NO,NO,YES,NO,NOT_FOUND_STATIC,STATIC_REFERENCE_FOUND,src/js/config/Phase2MigrationRegistry.js,ATTACHMENT,BLOCKED,CRITICAL
sql/API/API_LuuHopDong.sql,API_LuuHopDong,,,tbmk_Hopdong,h,tbmk_Hopdongsanhtiec|tbmk_Biennhancocchosanhtiec,INNER JOIN,h.Sohopdong = hs.Sohopdong | b.DocumentID = bs.DocumentID,CHUA_XAC_MINH_DB,1,NO,NO,YES,NO,YES,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,BUSINESS_ACTION,EXCLUDE_PHASE2,HIGH
sql/API/API_LuuKhachDen.sql,API_LuuKhachDen,,,dmkhachhang,WHERE,,,,NONE,1,NO,NO,NO,NO,YES,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,BUSINESS_ACTION,EXCLUDE_PHASE2,HIGH
sql/API/API_LuuKhachHang.sql,API_LuuKhachHang,,,dmkhachhang,WHERE,,,,NONE,1,NO,NO,NO,NO,YES,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,BUSINESS_ACTION,EXCLUDE_PHASE2,HIGH
sql/API/API_LuuMenu.sql,API_LuuMenu,,,WA_Menu,WHERE,,,,NONE,1,NO,NO,NO,NO,NO,NOT_FOUND_STATIC,STATIC_REFERENCE_FOUND,,BUSINESS_ACTION,EXCLUDE_PHASE2,LOW
sql/API/API_LuuPhieuCoc.sql,API_LuuPhieuCoc,,,dmkhachhang,WHERE,,,,NONE,TOP 1 @Makh = Makh,NO,NO,NO,NO,YES,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,BUSINESS_ACTION,EXCLUDE_PHASE2,HIGH
sql/API/API_LuuQuyenCuaNhom.sql,API_LuuQuyenCuaNhom,,,SY_Setup,WHERE,,,,NONE,1,NO,NO,NO,NO,NO,NOT_FOUND_STATIC,STATIC_REFERENCE_FOUND,,BUSINESS_ACTION,EXCLUDE_PHASE2,LOW
sql/API/API_LuuQuyenToan.sql,API_LuuQuyenToan,,,tbmk_Phieuthu,WHERE,,,,NONE,*,YES,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,BUSINESS_ACTION,EXCLUDE_PHASE2,MEDIUM
sql/API/API_LuuTaiKhoan.sql,API_LuuTaiKhoan,,,SY_User,WHERE,,,,NONE,1,NO,NO,NO,NO,YES,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,BUSINESS_ACTION,EXCLUDE_PHASE2,HIGH
sql/API/API_LuuThuTuMenu.sql,API_LuuThuTuMenu,,,@xml,,@Tbl|@TblExisting,JOIN,M.MenuID = T.OldID | P.MenuID = T.OldID | U.MenuID = T.OldID | M.Parent = T.OldID | M.MenuID = 'TMP_' + T.OldID | T.Idx = E.Idx | P.MenuID = 'TMP_' + T.OldID | T.Idx = E.Idx | U.MenuID = 'TMP_' + T.OldID | T.Idx = E.Idx | M.Parent = 'TMP_' + T.OldID | T.Idx = E.Idx,CHUA_XAC_MINH_DB,"n.value('.', 'NVARCHAR(50)') AS ID",NO,NO,NO,YES,NO,NOT_FOUND_STATIC,STATIC_REFERENCE_FOUND,,ATTACHMENT,BLOCKED,CRITICAL
sql/API/API_LuuTruongGiaoDien.sql,API_LuuTruongGiaoDien,,,SY_FormatFields,WHERE,,,,NONE,1,NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,BUSINESS_ACTION,EXCLUDE_PHASE2,LOW
sql/API/API_tbmk_Thaydoi_View.sql,API_tbmk_Thaydoi_View,,,tbmk_Thaydoi,WHERE,,,,NONE,*,YES,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,SIMPLE_SINGLE_TABLE,CONVERT_MASTER_STAR,MEDIUM
sql/API/API_TruyVanDong.sql,API_TruyVanDong,frmKho|frmHanghoa|frmHanghoadinhluong|frmNhapKho|frmXuatKho|WA_TimeSheetTH2Report|WA_ShiftListFrm|SY_Period|CF_BranchListFrm|WA_BankListFrm|WA_NationListFrm|WA_ProvinceListFrm|WA_PeopleListFrm|WA_ReligionListFrm|WA_EducationListFrm|WA_BangCapListFrm|WA_CareerlListFrm|WA_HinhThucNghiListFrm|WA_BangThueTNCNFrm|WA_BangThamSoFrm|WA_DepartmentListFrm|WA_HospitalListFrm|WA_JobListFrm|WA_PositionListFrm|WA_TitleListFrm|WA_WorkingGroupListFrm|API_PersonAttach|API_CandidateAttach|HR_HopDongAddfile,View|View|View|View|View|View|View|View|View|View|View|View|View|View|View|View|View|View|View|View|View|View|View|View|View|View|View|View|View,SY_FrmLstTbl,WHERE,,,,NONE,"@TableName = LTRIM(RTRIM(TableName)), @PrimaryKey = LTRIM(RTRIM(PrimaryKey))",NO,NO,NO,YES,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,src/js/config/Phase2MigrationRegistry.js,ATTACHMENT,BLOCKED,CRITICAL
sql/API/API_XoaDong.sql,API_XoaDong,WA_PersonFullFrm|API_PersonFull_T1_Salary|API_PersonFull_T2_Allowance|API_PersonFull_T3_KTKL|API_PersonFull_T4_NghiPhep|API_PersonFull_T5_Relation|API_PersonFull_T6_HopDong|API_PersonFull_T7_CongTac|API_PersonFull_T8_Log|API_PersonFull_T9_GiayTo|WA_BaoHiemFrm|API_BaoHiem_Detail|WA_HopDongLaoDongFrm|API_HopDongLaoDong_ChiTiet|API_HopDongLaoDong_Attach|WA_KinhPhiCongDoanFrm|WA_LuongKhoanFrm|WA_ShiftListFrm|SY_Period|CF_BranchListFrm|WA_BankListFrm|WA_NationListFrm|WA_ProvinceListFrm|WA_PeopleListFrm|WA_ReligionListFrm|WA_EducationListFrm|WA_BangCapListFrm|WA_CareerlListFrm|WA_HinhThucNghiListFrm|WA_BangThueTNCNFrm|WA_BangThamSoFrm|WA_BangPhuCapFrm|API_BangPhuCap_Detail|WA_DepartmentListFrm|WA_HospitalListFrm|WA_JobListFrm|WA_PositionListFrm|WA_TitleListFrm|WA_WorkingGroupListFrm|API_CaLamViec_NhanVien|WA_CaLamViecFrm|WA_ChucDanhFrm|WA_DanhSachUngVienFrm|WA_NguoiDungFrm|WA_NguoiDungNhomFrm|HR_Documents,Delete|Delete|Delete|Delete|Delete|Delete|Delete|Delete|Delete|Delete|Delete|Delete|Delete|Delete|Delete|Delete|Delete|Delete|Delete|Delete|Delete|Delete|Delete|Delete|Delete|Delete|Delete|Delete|Delete|Delete|Delete|Delete|Delete|Delete|Delete|Delete|Delete|Delete|Delete|Delete|Delete|Delete|Delete|Delete|Delete|Delete,sys,,,,,NONE,1,NO,NO,NO,NO,NO,NOT_FOUND_STATIC,STATIC_REFERENCE_FOUND,src/js/config/Phase2MigrationRegistry.js,BUSINESS_ACTION,EXCLUDE_PHASE2,LOW
sql/API/API_XoaKhachDen.sql,API_XoaKhachDen,,,string_split,,,,,NONE,value,NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,BUSINESS_ACTION,EXCLUDE_PHASE2,LOW
sql/API/API_XoaMenu.sql,API_XoaMenu,,,WA_Menu,WHERE,,,,NONE,MenuID,NO,NO,NO,NO,NO,NOT_FOUND_STATIC,STATIC_REFERENCE_FOUND,,BUSINESS_ACTION,EXCLUDE_PHASE2,LOW
sql/API/API_XoaTruongGiaoDien.sql,API_XoaTruongGiaoDien,,,SY_FormatFields,WHERE,,,,NONE,"1 AS code, N'Thiếu ID cần xóa' AS message; RETURN; END IF EXISTS ( SELECT 1",NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,BUSINESS_ACTION,EXCLUDE_PHASE2,LOW
sql/API/APINEW/API_BangChamCongTongHop.sql,API_BangChamCongTongHop,WA_TimeSheetFrm,View,HR_TimeSheetTbl,t,HR_PersonTbl,LEFT JOIN,t.PersonID = p.PersonID,CHUA_XAC_MINH_DB,"t.PeriodID, t.PersonID, p.PersonName, p.PhongBan, t.DocumentDate, t.SoNgayThang, t.SoNgayDiLam, t.SoNgayLe, t.TangCa, t.SoNgayCongTac, t.CongPhep, t.NghiPhep, t.NghiKhongPhep, t.GhiChu",NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,JOINED_MASTER,REWRITE_SAFE_JOIN,HIGH
sql/API/APINEW/API_BangPhuCap_Detail.sql,API_BangPhuCap_Detail,API_BangPhuCap_Detail,View,HR_PersonAllowanceTbl,A,HR_PersonTbl,LEFT JOIN,A.PersonID = P.PersonID,CHUA_XAC_MINH_DB,"A.UserAutoID, A.MaPhuCap, A.PersonID, P.PersonName, P.PhongBan, P.TitleName, A.GhiChu, A.NoiDungPhuCap",NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,src/js/modules/hr/definitions/payroll.js,JOINED_MASTER,REWRITE_SAFE_JOIN,HIGH
sql/API/APINEW/API_BangPhuCap.sql,API_BangPhuCap,WA_BangPhuCapFrm,View,HR_BangPhuCapTbl,WHERE,,,,NONE,"MaPhuCap, TenPhuCap, NhomPhuCap, TienPhuCapNgay, TienPhuCapThang, GhiChu, DVT, UserCreate, UserUpdate, DateUpdate, DateCreate",NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,src/js/modules/hr/definitions/payroll.js,SIMPLE_SINGLE_TABLE,CONVERT_MASTER_STAR,LOW
sql/API/APINEW/API_BangThamSo.sql,API_BangThamSo,WA_BangThamSoFrm,View,HR_BangThamSoTbl,WHERE,,,,NONE,"PeriodID AS [PeriodID], LoaiBaoHiem AS [LoaiBaoHiem], CONCAT(PeriodID, '_', LoaiBaoHiem) AS [KeyID], UserAutoID AS [UserAutoID], BHXHNLD AS [BHXHNLD], BHXHCTY AS [BHXHCTY], BHYTNLD AS [BHYTNLD], BHYTCTY AS [BHYTCTY], BHTNNLD AS [BHTNNLD], BHTNCTY AS [BHTNCTY]",NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,SIMPLE_SINGLE_TABLE,CONVERT_MASTER_STAR,LOW
sql/API/APINEW/API_BangThueTNCN.sql,API_BangThueTNCN,WA_BangThueTNCNFrm,View,HR_BangThueTNCNTbl,ORDER,,,,NONE,"Bac, Tu, Den, ThueSuat",NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,src/js/config/Phase2MigrationRegistry.js,SIMPLE_SINGLE_TABLE,CONVERT_MASTER_STAR,LOW
sql/API/APINEW/API_BaoCaoChamCong.sql,API_BaoCaoChamCong,,,HR_TimeSheetTbl,t,HR_PersonTbl,LEFT JOIN,t.PersonID = p.PersonID,CHUA_XAC_MINH_DB,"t.PeriodID, t.PersonID, p.PersonName, p.PhongBan, t.DocumentDate, t.SoNgayThang, t.SoNgayDiLam, t.SoNgayLe, t.TangCa, t.SoNgayCongTac, t.CongPhep, t.NghiPhep, t.NghiKhongPhep, t.GhiChu",NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,REPORT,EXCLUDE_PHASE2,HIGH
sql/API/APINEW/API_BaoCaoChamCongChiTiet.sql,API_BaoCaoChamCongChiTiet,WA_TimeSheetCTReport,View,HR_TimeSheetDayTbl,ORDER,HR_PersonTbl,LEFT JOIN,T.PersonID = P.PersonID,CHUA_XAC_MINH_DB,TOP 1 @PeriodID = PeriodID,NO,NO,NO,NO,NO,STATIC_REFERENCE_FOUND,NOT_FOUND_STATIC,,REPORT,EXCLUDE_PHASE2,HIGH
sql/API/APINEW/API_BaoCaoChamCongTongHop.sql,API_BaoCaoChamCongTongHop,WA_TimeSheetReport|WA_TimeSheetTH2Report,View|View,HR_TimeSheetTbl,ORDER,HR_NghiPhepDetailTbl|HR_HolidayTbl|CTE_TongNghi|CTE_CongLe|HR_HinhThucNghiListTbl|HR_TimeSheetDayTbl|NghiPhep|HR_PersonTbl|HR_DepartmentListTbl|HR_PersonNghiPhepTbl|CongLe|LuongKhoan|CongDiLamHopLe|CongNghiCoLuong|CongNghiHieuHy|CongNghiPhepBuLe|CongNghiKhongPhep,INNER JOIN|LEFT JOIN,M.DocumentID = DT.DocumentID | CAST(H.HolidayDate AS DATE) BETWEEN @FromDate AND @ToDate | NP.PersonID = TS.PersonID | CL.PersonID = TS.PersonID | M.DocumentID = DT.DocumentID | HTN.HinhThucNghi = NP.HinhThucNghiThucTe | PE.PersonID = D.PersonID AND CAST(D.Ngay AS DATE) = F.Ngay AND D.PeriodID = @PeriodID | PE.PersonID = NP.PersonID AND NP.Ngay = F.Ngay | CAST(H.HolidayDate AS DATE) = F.Ngay | CAST(H.HolidayDate AS DATE) BETWEEN @FromDate AND @ToDate | TS.PersonID = P.PersonID | P.PhongBan = DP.PhongBan | TS.PersonID = D.PersonID AND CAST(D.Ngay AS DATE) = N.Ngay AND D.PeriodID = TS.PeriodID | TS.PersonID = NP.PersonID AND NP.Ngay = N.Ngay | CAST(H.HolidayDate AS DATE) = N.Ngay | TS.PersonID = NPYear.PersonID AND NPYear.Nam = YEAR(@FromDate) | CL.PersonID = TS.PersonID AND CL.PeriodID = TS.PeriodID | LK.PersonID = TS.PersonID | CDL.PersonID = TS.PersonID | CNL.PersonID = TS.PersonID | CHH.PersonID = TS.PersonID | CBL.PersonID = TS.PersonID | CKP.PersonID = TS.PersonID,CHUA_XAC_MINH_DB,TOP 1 @PeriodID = PeriodID,NO,YES,YES,NO,NO,STATIC_REFERENCE_FOUND,NOT_FOUND_STATIC,,REPORT,EXCLUDE_PHASE2,HIGH
sql/API/APINEW/API_BaoCaoLuong.sql,API_BaoCaoLuong,WA_BaoCaoLuongReport,View,HR_TimeSheetTbl,ORDER,HR_HolidayTbl|HR_PersonTbl|#ChamCongGom|#DetailPivot,LEFT JOIN,CAST(H.HolidayDate AS DATE) = CAST(TS.DocumentDate AS DATE) | P.PersonID = PR.PersonID | CC.PersonID = PR.PersonID AND CC.PeriodID = PR.PeriodID | DV.DocumentID = PR.DocumentID,CHUA_XAC_MINH_DB,TOP 1 @PeriodID = PeriodID,NO,YES,NO,NO,NO,STATIC_REFERENCE_FOUND,NOT_FOUND_STATIC,,REPORT,EXCLUDE_PHASE2,HIGH
sql/API/APINEW/API_BaoCaoNghiPhepReportStp.sql,API_BaoCaoNghiPhepReportStp,WA_BaoCaoNghiPhepReport,View,HR_TimeSheetTbl,ORDER,HR_NghiPhepDetailTbl|HR_PersonNghiPhepTbl|MonthlyLeave_CTE,INNER JOIN|LEFT JOIN,M.DocumentID = DT.DocumentID | PE.PersonID = p.PersonID AND p.Nam = @NamBC | PE.PersonID = m.PersonID,CHUA_XAC_MINH_DB,TOP 1 @PeriodID = PeriodID,NO,YES,NO,NO,NO,STATIC_REFERENCE_FOUND,NOT_FOUND_STATIC,,REPORT,EXCLUDE_PHASE2,HIGH
