File,Procedure,WAApiList,WAApiFunc,MainTable,PrimaryAlias,JoinTables,JoinType,JoinCondition,JoinCardinality,CurrentColumns,HasSelectStar,HasAggregate,HasUnion,HasBlob,HasSensitiveData,BranchFilter,PermissionFilter,FrontendConsumers,Category,Decision,Risk
sql/API/APINEW/API_BaoCaoNhanSuReportStp.sql,API_BaoCaoNhanSuReportStp,WA_BaoCaoNhanSuReport,View,HR_PersonTbl,WHERE,HR_BaoHiemTbl|HR_PersonStatusTbl,INNER JOIN|LEFT JOIN,BH.DocumentID = CT.DocumentID | PS.PersonStatus = P.PersonStatus | BH.DocumentID = CT.DocumentID | BH.DocumentID = CT.DocumentID,CHUA_XAC_MINH_DB,@SoLuongTang = COUNT(1),NO,YES,NO,NO,YES,STATIC_REFERENCE_FOUND,NOT_FOUND_STATIC,,REPORT,EXCLUDE_PHASE2,HIGH
sql/API/APINEW/API_BaoHiem_Detail.sql,API_BaoHiem_Detail,API_BaoHiem_Detail,View,HR_BaoHiemChiTietTbl,CT,HR_PersonTbl|HR_HopDongTbl,LEFT JOIN,CT.PersonID = P.PersonID | CT.PersonID = H.PersonID,CHUA_XAC_MINH_DB,"CT.UserAutoID, CT.DocumentID, CT.PersonID, P.PersonName, P.PhongBan, P.TitleName, ISNULL(H.ChucDanhChuyenMonHD, P.ChucDanhChuyenMon) AS ChucDanhChuyenMon, CT.MucDong, CT.MucDongBHXHNLD, CT.MucDongBHXHNSDLD, CT.MucDongBHYTNLD, CT.MucDongBHYTNSDLD, CT.MucDongBHTNNLD, CT.MucDongBHTNNSDLD, CT.GhiChu",NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,src/js/modules/hr/definitions/payroll.js,BUSINESS_ACTION,EXCLUDE_PHASE2,HIGH
sql/API/APINEW/API_BaoHiem_PersonLookup.sql,API_BaoHiem_PersonLookup,WA_BaoHiemFrm_PersonID,View,HR_PersonTbl,P,HR_BaoHiemTbl,INNER JOIN,H.DocumentID = CT.DocumentID,CHUA_XAC_MINH_DB,"P.PersonID, P.PersonName, P.PhongBan, ISNULL(BH.MucDong, 0) AS MucDong, CASE WHEN BH.PersonID IS NOT NULL THEN N'!!! ĐÃ CÓ BH TẠI KỲ: ' + CAST(BH.PeriodID AS VARCHAR) + N' (Chứng từ: ' + BH.DocumentID + ')' ELSE '' END AS CanhBao",NO,YES,NO,NO,NO,STATIC_REFERENCE_FOUND,NOT_FOUND_STATIC,,BUSINESS_ACTION,EXCLUDE_PHASE2,HIGH
sql/API/APINEW/API_BaoHiem.sql,API_BaoHiem,WA_BaoHiemFrm,View,HR_BaoHiemTbl,BH,,,,NONE,"BH.DocumentID, BH.DocumentDate, BH.Notes, BH.PeriodID, BH.LoaiBaoHiem, BH.BranchID, CONCAT(BH.PeriodID, '_', BH.LoaiBaoHiem) AS PeriodKeyID, BH.UserCreate, BH.UserUpdate, BH.DateUpdate, BH.DateCreate",NO,NO,NO,NO,NO,STATIC_REFERENCE_FOUND,NOT_FOUND_STATIC,src/js/modules/hr/definitions/payroll.js,BUSINESS_ACTION,EXCLUDE_PHASE2,LOW
sql/API/APINEW/API_CaLamViec_Detail.sql,API_CaLamViec_ChiTiet,API_CaLamViec_ChiTiet,View,HR_SapCaChiTietTbl,CT,HR_PersonTbl|HR_ShiftListTbl,LEFT JOIN,P.PersonID = CT.PersonID | SL.ShiftID = CT.ShiftID,CHUA_XAC_MINH_DB,"CT.UserAutoID, CT.SapCaID, CT.PersonID, P.PersonName, P.PhongBan, CONVERT(NVARCHAR(10), CT.NgayLamViec, 103) AS NgayLamViec, CT.ShiftID, SL.ShiftName, CT.TrangThaiThucTe, CT.GhiChu",NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,src/js/modules/hr/definitions/attendance.js,JOINED_MASTER,REWRITE_SAFE_JOIN,HIGH
sql/API/APINEW/API_CaLamViec_Detail.sql,API_CaLamViec_NhanVien,API_CaLamViec_NhanVien,View,HR_SapCaNhanVienTbl,NV,HR_PersonTbl,LEFT JOIN,P.PersonID = NV.PersonID,CHUA_XAC_MINH_DB,"NV.UserAutoID, NV.SapCaID, NV.PersonID, P.PersonName, P.PhongBan, P.BranchID, NV.GhiChu",NO,NO,NO,NO,NO,STATIC_REFERENCE_FOUND,NOT_FOUND_STATIC,src/js/modules/hr/definitions/attendance.js,JOINED_MASTER,REWRITE_SAFE_JOIN,HIGH
sql/API/APINEW/API_CaLamViec.sql,API_CaLamViec,WA_CaLamViecFrm,View,HR_SapCaTbl,WHERE,,,,NONE,"SapCaID, TenBangCa, TuNgay, DenNgay, Thu2, Thu3, Thu4, Thu5, Thu6, Thu7, ChuNhat, ShiftIDThu2, ShiftIDThu3, ShiftIDThu4, ShiftIDThu5, ShiftIDThu6, ShiftIDThu7, ShiftIDChuNhat",NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,src/js/modules/hr/definitions/attendance.js,SIMPLE_SINGLE_TABLE,CONVERT_MASTER_STAR,LOW
sql/API/APINEW/API_DanhSachBangCap.sql,API_DanhSachBangCap,WA_BangCapListFrm,View,HR_BangCapTbl,WHERE,,,,NONE,"MaBangCap, TenBangCap",NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,SIMPLE_SINGLE_TABLE,CONVERT_MASTER_STAR,LOW
sql/API/APINEW/API_DanhSachBenhVien.sql,API_DanhSachBenhVien,WA_HospitalListFrm,View,HR_HospitalListTbl,WHERE,,,,NONE,"STT, HospitalName, [Address], GhiChu",NO,NO,NO,NO,YES,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,SIMPLE_SINGLE_TABLE,KEEP_EXPLICIT,HIGH
sql/API/APINEW/API_DanhSachBoPhan.sql,API_DanhSachBoPhan,API_DanhSachBoPhan|HR_DepartmentListTbl,View|View,HR_DepartmentListTbl,WHERE,,,,NONE,"PhongBan, TenPhongBan",NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,SIMPLE_SINGLE_TABLE,CONVERT_MASTER_STAR,LOW
sql/API/APINEW/API_DanhSachCaLamViec.sql,API_DanhSachCaLamViec,WA_ShiftListFrm,View,HR_ShiftListTbl,WHERE,,,,NONE,"STT, ShiftID, ShiftName, GioBatDau, GioKetThuc, SoGioCong, GioCaDem, CaTuDong, ShiftType, CachChamCong, Color, SoCong",NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,SIMPLE_SINGLE_TABLE,CONVERT_MASTER_STAR,LOW
sql/API/APINEW/API_DanhSachCaLamViecChiNhanh.sql,API_DanhSachCaLamViecChiNhanh,HR_ShiftListCNFrm|WA_ShiftListCNFrm,View|View,HR_ShiftListCNTbl,WHERE,,,,NONE,"BranchID, ShiftID, ShiftName, LoaiCa, CachChamCong, GioVaoDoan1, GioRaDoan1, GioVaoDoan2, GioRaDoan2, GioVaoThang, GioRaThang, IsCaDem, SoGioCong, SoCong, GhiChu, UserCreate, DateCreate, UserUpdate, DateUpdate",NO,NO,NO,NO,NO,STATIC_REFERENCE_FOUND,NOT_FOUND_STATIC,,SIMPLE_SINGLE_TABLE,CONVERT_MASTER_STAR,LOW
sql/API/APINEW/API_DanhSachChiNhanh.sql,API_DanhSachChiNhanh,CF_BranchListFrm,View,CF_BranchTbl,WHERE,,,,NONE,"BranchID, BranchName",NO,NO,NO,NO,NO,STATIC_REFERENCE_FOUND,NOT_FOUND_STATIC,src/js/modules/hr/actions/timesheet-actions.js,SIMPLE_SINGLE_TABLE,CONVERT_MASTER_STAR,LOW
sql/API/APINEW/API_DanhSachChucDanh.sql,API_DanhSachChucDanh,API_DanhSachChucDanh|WA_ChucDanhFrm,View|View,HR_ChucDanhTbl,WHERE,,,,NONE,"ChucDanhChuyenMon, MoTa",NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,SIMPLE_SINGLE_TABLE,CONVERT_MASTER_STAR,LOW
sql/API/APINEW/API_DanhSachChucVu.sql,API_DanhSachChucVu,API_DanhSachChucVu,View,HR_TitleListTbl,WHERE,,,,NONE,"TitleName, GhiChu",NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,SIMPLE_SINGLE_TABLE,CONVERT_MASTER_STAR,LOW
sql/API/APINEW/API_DanhSachCongViec.sql,API_DanhSachCongViec,WA_JobListFrm,View,HR_JobListTbl,WHERE,,,,NONE,"STT, JobName, GhiChu",NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,SIMPLE_SINGLE_TABLE,CONVERT_MASTER_STAR,LOW
sql/API/APINEW/API_DanhSachDanToc.sql,API_DanhSachDanToc,WA_PeopleListFrm,View,HR_PeoplesListTbl,WHERE,,,,NONE,"STT, PeoplesName, PeoplesName2, PeoplesPlace, isDefault, GhiChu",NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,SIMPLE_SINGLE_TABLE,CONVERT_MASTER_STAR,LOW
sql/API/APINEW/API_DanhSachHinhThucNghi.sql,API_DanhSachHinhThucNghi,WA_HinhThucNghiListFrm,View,HR_HinhThucNghiListTbl,WHERE,,,,NONE,"HinhThucNghi, TenHinhThucNghi, NghiCoLuong",NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,SIMPLE_SINGLE_TABLE,CONVERT_MASTER_STAR,LOW
sql/API/APINEW/API_DanhSachHocVan.sql,API_DanhSachHocVan,WA_BangCapListFrm,View,HR_EducationListTbl,WHERE,,,,NONE,"EducationName, GhiChu",NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,SIMPLE_SINGLE_TABLE,CONVERT_MASTER_STAR,LOW
sql/API/APINEW/API_DanhSachLoaiHD.sql,API_DanhSachLoaiHD,WA_DanhSachLoaiHD,View,HR_PersonView,WHERE,,,,NONE,DISTINCT LoaiHD,NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,SIMPLE_SINGLE_TABLE,CONVERT_MASTER_STAR,LOW
sql/API/APINEW/API_DanhSachNganHang.sql,API_DanhSachNganHang,WA_BankListFrm,View,HR_BankListTbl,WHERE,,,,NONE,"STT, BankName, [Address], GhiChu",NO,NO,NO,NO,YES,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,SIMPLE_SINGLE_TABLE,KEEP_EXPLICIT,HIGH
sql/API/APINEW/API_DanhSachNgheNghiep.sql,API_DanhSachNgheNghiep,WA_CareerlListFrm,View,HR_CareerListTbl,WHERE,,,,NONE,"STT, CareerName, GhiChu",NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,SIMPLE_SINGLE_TABLE,CONVERT_MASTER_STAR,LOW
sql/API/APINEW/API_DanhSachQuocGia.sql,API_DanhSachQuocGia,WA_NationListFrm,View,HR_NationListTbl,WHERE,,,,NONE,"STT, NationName, isDefault, GhiChu",NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,SIMPLE_SINGLE_TABLE,CONVERT_MASTER_STAR,LOW
sql/API/APINEW/API_DanhSachTinhThanh.sql,API_DanhSachTinhThanh,WA_ProvinceListFrm,View,HR_ProvineListTbl,WHERE,,,,NONE,"STT, ProvineName, TownShip, GhiChu",NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,SIMPLE_SINGLE_TABLE,CONVERT_MASTER_STAR,LOW
sql/API/APINEW/API_DanhSachTonGiao.sql,API_DanhSachTonGiao,WA_ReligionListFrm,View,HR_ReligionListTbl,WHERE,,,,NONE,"STT, ReligionName, GhiChu",NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,SIMPLE_SINGLE_TABLE,CONVERT_MASTER_STAR,LOW
sql/API/APINEW/API_DanhSachToNhom.sql,API_DanhSachToNhom,,,HR_WorkingGroupListTbl,WHERE,,,,NONE,"STT, WorkingGroupName, GhiChu",NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,SIMPLE_SINGLE_TABLE,CONVERT_MASTER_STAR,LOW
sql/API/APINEW/API_DanhSachViTri.sql,API_DanhSachViTri,,,HR_PostionListTbl,WHERE,,,,NONE,"STT, PostionName, GhiChu",NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,SIMPLE_SINGLE_TABLE,CONVERT_MASTER_STAR,LOW
sql/API/APINEW/API_Dashboard_MultiTemplate.sql,API_HR_Dashboard_Birthdays,API_HR_Dashboard_Birthdays,View,HR_PersonTbl,P,HR_DepartmentListTbl,LEFT JOIN,P.PhongBan = D.PhongBan,CHUA_XAC_MINH_DB,"TOP 15 P.PersonName + ' (' + ISNULL(D.TenPhongBan, N'') + ')' AS empName, CONVERT(VARCHAR(5), P.NgaySinh, 103) AS birthdayDate, DAY(P.NgaySinh) AS birthDay",NO,NO,NO,NO,NO,STATIC_REFERENCE_FOUND,NOT_FOUND_STATIC,src/pages/dashboard/dashboard.js,REPORT,EXCLUDE_PHASE2,HIGH
sql/API/APINEW/API_Dashboard_MultiTemplate.sql,API_HR_Dashboard_ContractsExpiring,API_HR_Dashboard_ContractsExpiring,View,HR_HopDongTbl,H,HR_PersonTbl|HR_DepartmentListTbl,INNER JOIN|LEFT JOIN,H.PersonID = P.PersonID | P.PhongBan = D.PhongBan,CHUA_XAC_MINH_DB,"TOP 10 P.PersonName + ' (' + ISNULL(D.TenPhongBan, N'Chưa rõ') + ')' AS empName, CONVERT(VARCHAR(10), H.NgayHetHieuLuc, 103) AS expireDate, P.PersonID AS empCode, CASE WHEN DATEDIFF(DAY, GETDATE(), H.NgayHetHieuLuc) <= 7 THEN 'danger' WHEN DATEDIFF(DAY, GETDATE(), H.NgayHetHieuLuc) <= 15 THEN 'warning' ELSE 'info' END AS statusLevel",NO,NO,NO,NO,NO,STATIC_REFERENCE_FOUND,NOT_FOUND_STATIC,src/pages/dashboard/dashboard.js,REPORT,EXCLUDE_PHASE2,HIGH
sql/API/APINEW/API_Dashboard_MultiTemplate.sql,API_HR_Dashboard_Demographics,API_HR_Dashboard_Demographics,View,HR_PersonTbl,P,HR_HopDongTbl,LEFT JOIN,P.PersonID = H.PersonID,CHUA_XAC_MINH_DB,"'Gender' AS groupType, CASE WHEN LTRIM(RTRIM(GioiTinh)) IN (N'Nam', N'Naam', 'Nam', 'Naam') THEN N'Nam' WHEN LTRIM(RTRIM(GioiTinh)) IN (N'Nữ', N'Nư', N'Nu', 'Nữ', 'Nư', 'Nu') THEN N'Nữ' ELSE N'Chưa cập nhật' END AS label, COUNT(1) AS value",NO,YES,YES,NO,NO,STATIC_REFERENCE_FOUND,NOT_FOUND_STATIC,src/pages/dashboard/dashboard.js,REPORT,EXCLUDE_PHASE2,HIGH
sql/API/APINEW/API_Dashboard_MultiTemplate.sql,API_HR_Dashboard_Department,API_HR_Dashboard_Department,View,HR_DepartmentListTbl,D,HR_PersonTbl,LEFT JOIN,P.PhongBan = D.PhongBan AND (P.NgayNghiViec IS NULL OR P.NgayNghiViec > GETDATE()) | P.BranchID = B.BranchID AND (P.NgayNghiViec IS NULL OR P.NgayNghiViec > GETDATE()),CHUA_XAC_MINH_DB,"* FROM ( SELECT 'Dept' AS groupType, ISNULL(D.TenPhongBan, N'Chưa rõ') AS label, COUNT(P.PersonID) AS value",YES,YES,YES,NO,NO,STATIC_REFERENCE_FOUND,NOT_FOUND_STATIC,src/pages/dashboard/dashboard.js,REPORT,EXCLUDE_PHASE2,HIGH
sql/API/APINEW/API_Dashboard_MultiTemplate.sql,API_HR_Dashboard_GetBranches,API_HR_Dashboard_GetBranches,View,CF_BranchTbl,ORDER,,,,NONE,"BranchID AS value, ISNULL(BranchName, BranchID) AS label",NO,NO,NO,NO,NO,STATIC_REFERENCE_FOUND,NOT_FOUND_STATIC,src/pages/dashboard/dashboard.js,REPORT,EXCLUDE_PHASE2,LOW
sql/API/APINEW/API_Dashboard_MultiTemplate.sql,API_HR_Dashboard_OverviewToday,API_HR_Dashboard_OverviewToday,View,HR_PersonTbl,WHERE,HR_PersonTbl,INNER JOIN,T.PersonID = P.PersonID | H.PersonID = P.PersonID,CHUA_XAC_MINH_DB,@TotalHeadcount = COUNT(1),NO,YES,NO,NO,NO,STATIC_REFERENCE_FOUND,NOT_FOUND_STATIC,src/pages/dashboard/dashboard.js,REPORT,EXCLUDE_PHASE2,HIGH
sql/API/APINEW/API_Dashboard_MultiTemplate.sql,API_HR_Dashboard_Payroll,API_HR_Dashboard_Payroll,View,HR_PayrollTbl,PR,HR_PersonTbl|HR_DepartmentListTbl,INNER JOIN|LEFT JOIN,PR.PersonID = P.PersonID | PR.PersonID = P.PersonID | P.PhongBan = D.PhongBan,CHUA_XAC_MINH_DB,"ISNULL(SUM(PR.TongLuong), 0) AS totalSalary, ISNULL(SUM(PR.TongLuong) * 0.9, 0) AS prevTotalSalary, ISNULL(SUM(PR.TienBuTru), 0) AS bonus, ISNULL(SUM(PR.TongLuong) * 0.88, 0) AS prevBonus, ISNULL(SUM(PR.MucDong), 0) AS insurance, ISNULL(SUM(PR.MucDong) * 0.9, 0) AS prevInsurance",NO,YES,NO,NO,NO,STATIC_REFERENCE_FOUND,NOT_FOUND_STATIC,src/pages/dashboard/dashboard.js,REPORT,EXCLUDE_PHASE2,HIGH
sql/API/APINEW/API_Dropdown_ReportTemplates.sql,API_Dropdown_ReportTemplates,API_Dropdown_ReportTemplates,View,WA_API,WHERE,,,,NONE,"'HR_BaoCaoNhansu2Report' AS [value], N'Báo cáo nhân sự tổng hợp' AS [label] UNION ALL SELECT 'HR_BaoCaoNhanSuNVNReport', N'Báo cáo nhân sự NVN' UNION ALL SELECT 'HR_BaoCaoNhanSuNNNReport', N'Báo cáo nhân sự NNN' UNION ALL SELECT 'HR_BaoCaoNhanSuThieuHDReport', N'Báo cáo nhân sự thiếu HĐLĐ' UNION ALL SELECT 'HR_BaoCaoNhanSuThieuBHReport', N'Báo cáo nhân sự thiếu BH'; END GO PRINT 'Da tao SP API_Dropdown_ReportTemplates thanh cong!'; GO DELETE",NO,NO,YES,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,REPORT,EXCLUDE_PHASE2,HIGH
sql/API/APINEW/API_HopDongLaoDong_Attach.sql,API_HopDongLaoDong_Attach,API_HopDongLaoDong_Attach,View,HR_HopDongAttachTbl,WHERE,,,,NONE,"UserAutoID, MaHopDong, FileName, FileType, STT, FileSize, Content",NO,NO,NO,YES,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,src/js/modules/hr/definitions/contract.js,ATTACHMENT,BLOCKED,CRITICAL
sql/API/APINEW/API_HopDongLaoDong_ChiTiet.sql,API_HopDongLaoDong_ChiTiet,API_HopDongLaoDong_ChiTiet,View,HR_HopDongDetailTbl,D,HR_BangPhuCapTbl,LEFT JOIN,D.MaPhuCap = P.MaPhuCap,CHUA_XAC_MINH_DB,"D.UserAutoID, D.MaHopDong, D.MaPhuCap, ISNULL(D.TenPhuCap, P.TenPhuCap) AS TenPhuCap, D.TienPhuCap, P.TienPhuCapNgay, P.TienPhuCapThang, D.GhiChu",NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,src/js/modules/hr/definitions/contract.js,JOINED_MASTER,REWRITE_SAFE_JOIN,HIGH
sql/API/APINEW/API_HopDongLaoDong_LoaiHD.sql,API_HopDongLaoDong_LoaiHD,API_HopDongLaoDong_LoaiHD,View,HR_HopDongTbl,WHERE,,,,NONE,DISTINCT LoaiHD,NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,src/js/modules/hr/definitions/contract.js,SIMPLE_SINGLE_TABLE,CONVERT_MASTER_STAR,LOW
sql/API/APINEW/API_HopDongLaoDong_NamLap.sql,API_HopDongLaoDong_NamLap,API_HopDongLaoDong_NamLap,View,HR_HopDongTbl,WHERE,,,,NONE,DISTINCT NamLap,NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,src/js/modules/hr/definitions/contract.js,SIMPLE_SINGLE_TABLE,CONVERT_MASTER_STAR,LOW
sql/API/APINEW/API_HopDongLaoDong_NhanVienChuaCoHD.sql,API_HopDongLaoDong_NhanVienChuaCoHD,,,HR_PersonTbl,P,,,,NONE,"P.PersonID, P.PersonName, P.PhongBan, P.TitleName",NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,SIMPLE_SINGLE_TABLE,CONVERT_MASTER_STAR,LOW
sql/API/APINEW/API_HopDongLaoDong.sql,API_HopDongLaoDong,WA_HopDongLaoDongFrm,View,HR_HopDongTbl,H,HR_PersonTbl|HR_PersonStatusTbl,LEFT JOIN,H.PersonID = P.PersonID | H.PersonStatus = S.PersonStatus,CHUA_XAC_MINH_DB,"H.MaHopDong, H.PersonID, P.PersonName AS PersonName, H.NgayKyHopDong, H.NoiDung, H.LoaiHopDong, H.ThoiGianLamViec, H.NgayCoHieuLuc, H.NgayHetHieuLuc, H.PhuongTien, H.HinhThucTraLuong, H.LuongCoBan, H.NguoiKy, H.ChucDanhChuyenMonHD, H.ChucVuNguoiKy, H.DiaDiemLamViec, H.PersonStatus, S.PersonStatusName, H.UserCreate, H.UserUpdate, H.DateUpdate, H.DateCreate, H.LoaiTien, H.NamLap, H.LoaiHD, H.MucDong, H.ThoiGianThuViec, P.BranchID, P.CMND, P.CMNDNgayCap, P.CMNDNoiCap, P.DiaChiThuongTru",NO,NO,NO,NO,YES,STATIC_REFERENCE_FOUND,NOT_FOUND_STATIC,src/js/modules/hr/definitions/contract.js,JOINED_MASTER,REWRITE_SAFE_JOIN,HIGH
sql/API/APINEW/API_HoSoNhanVien.sql,API_HoSoNhanVien,WA_PersonFullFrm|HR_PersonTbl,View|View,HR_PersonTbl,P,HR_PersonStatusTbl,LEFT JOIN,P.PersonStatus = S.PersonStatus,CHUA_XAC_MINH_DB,"P.PersonID, P.PersonName, P.PhongBan, P.TitleName, P.ChucDanhChuyenMon, P.NgaySinh, P.CMND, P.DiaChiThuongTru, P.NgayVaoLam, P.BranchID, P.NgayHopDong, P.NationName, P.SoHopDong, P.DienThoai, P.PersonStatus, P.NewPersonID, P.CardNo, P.ProvineName, P.DiaChiHienNay, P.Quanly, P.NgayThuViec, P.BankHolder, P.BankAccountNo, P.BankName, P.BankLocation, P.SocialID, P.SocialDate, P.NgayKetThucBH, P.ShiftID, P.SoTheBHYT, P.ThoiGianHuongBHYT, P.NoiDangKyBHYT, P.ChamCong, P.LoaiHopDong, P.NgayHetHopDong, P.NguoiLienHe, P.MoiQuanHe, P.NguoiLienHeSoDT, P.GioiTinh, P.HonNhan, P.CMNDNgayCap, P.CMNDNoiCap,...",NO,NO,NO,YES,YES,STATIC_REFERENCE_FOUND,NOT_FOUND_STATIC,,ATTACHMENT,BLOCKED,CRITICAL
sql/API/APINEW/API_HoSoNhanVien.sql,API_PersonAttach_SaveAvatar,,,HR_PersonAttachTbl,WHERE,,,,NONE,"-1 AS code, N'Lá»—i: KhÃ´ng tÃ¬m tháº¥y mÃ£ nhÃ¢n viÃªn/á»©ng viÃªn!' AS msg; RETURN; END IF @FileType = 1 BEGIN DECLARE @ExistingID VARCHAR(50); SELECT TOP 1 @ExistingID = UserAutoID",NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,,ATTACHMENT,EXCLUDE_PHASE2,LOW
sql/API/APINEW/API_HoSoNhanVien.sql,API_PersonFull_T1_Salary,API_PersonFull_T1_Salary,View,HR_PersonSalaryTbl,WHERE,,,,NONE,*,YES,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,src/js/modules/hr/definitions/employee.js,SIMPLE_SINGLE_TABLE,CONVERT_MASTER_STAR,MEDIUM
sql/API/APINEW/API_HoSoNhanVien.sql,API_PersonFull_T3_KTKL,API_PersonFull_T3_KTKL,View,HR_PersonKTKLTbl,WHERE,,,,NONE,"UserAutoID, PersonID, NoiDungKTKL, GhiChu",NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,src/js/modules/hr/definitions/employee.js,SIMPLE_SINGLE_TABLE,CONVERT_MASTER_STAR,LOW
sql/API/APINEW/API_HoSoNhanVien.sql,API_PersonFull_T4_NghiPhep,API_PersonFull_T4_NghiPhep,View,HR_PersonNghiPhepTbl,WHERE,,,,NONE,"UserAutoID, PersonID, Nam, SoNgay, PhepThamNien, SoNgayDaSuDung, SoNgayConLai, PhepTonNamTruoc, SoNgayPhepTet, SoNgayPhepOm, NgayCapNhat, GhiChu",NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,src/js/modules/hr/definitions/employee.js,SIMPLE_SINGLE_TABLE,CONVERT_MASTER_STAR,LOW
sql/API/APINEW/API_HoSoNhanVien.sql,API_PersonFull_T5_Relation,API_PersonFull_T5_Relation,View,HR_PersonRelationTbl,WHERE,,,,NONE,"UserAutoID, PersonID, RelationID, PersonRelationName, NgaySinh, DiaChiThuongTru, DiaChiHienNay, IsNguoiPhuThuoc, GiamTruTuThang, GiamTruDenThang",NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,src/js/modules/hr/definitions/employee.js,SIMPLE_SINGLE_TABLE,CONVERT_MASTER_STAR,LOW
sql/API/APINEW/API_HoSoNhanVien.sql,API_PersonFull_T6_HopDong,API_PersonFull_T6_HopDong,View,HR_HopDongTbl,WHERE,,,,NONE,"MaHopDong, PersonID, PersonName, NgayKyHopDong, NgayCoHieuLuc, NgayHetHieuLuc, LoaiHopDong, LuongCoBan, MucDong, NoiDung",NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,src/js/modules/hr/definitions/employee.js,SIMPLE_SINGLE_TABLE,CONVERT_MASTER_STAR,LOW
sql/API/APINEW/API_HoSoNhanVien.sql,API_PersonFull_T7_CongTac,API_PersonFull_T7_CongTac,View,HR_LichSuCongTacTbl,WHERE,,,,NONE,"UserAutoID, PersonID, PhongBan, TitleName, PostionName, Quanly, ShiftID, NgayThayDoi, UserName",NO,NO,NO,NO,NO,NOT_FOUND_STATIC,NOT_FOUND_STATIC,src/js/modules/hr/definitions/employee.js,SIMPLE_SINGLE_TABLE,CONVERT_MASTER_STAR,LOW
